Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
"Beverage Containers Act (RSNB 2011, c 121).",40_Subnational,"Canada, New Brunswick",2012,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC109688/,,French,N,Bottles,Y,N,12091_S_2012_Beverage_Containers_Act_RSNB.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12091_S_2012_Beverage_Containers_Act_RSNB.pdf
Chapter 8.74: Single-Use Plastic Carryout Bags,40_Subnational,"Carmel-by-the-sea, United States",2012,https://www.codepublishing.com/CA/CarmelbytheSea/#!/Carmel08/Carmel0874.html#8.74,,English,Y,Bags,Y,N,7030_S_2012_Chapter8_74_Single_use_plastic.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7030_S_2012_Chapter8_74_Single_use_plastic.pdf
"Interministerial Order No. 001 / CAB / MIN / SME / 2012 and No. 003 CAB / MIN / ECO & COM / 2012 - Prohibiting the manufacture, import and marketing of non-biodegradable packaging",30_National,Democratic Republic of Congo,2012,https://www.leganet.cd/Legislation/Droit%20economique/Reglementationproduits/AIM.21.08.2012.htm,,French,Y,,Y,N,2395_TR_Final_DRC_2012_Packaging.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2395_TR_Final_DRC_2012_Packaging.pdf
EU Directive 94/62/EC of the European Parliament and of the Council on Packaging and Packaging Waste ,20_Regional,European Union,2015,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:01994L0062-20150526&from=EN,,English,Y,Bags,Y,Y,2503_I_2015_Directive_94_62_EC.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2503_I_2015_Directive_94_62_EC.pdf
Stratégie Nationale pour la Création et la Gestion des Aires Marines Protégées.,30_National,France,2012,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC170201/ ,,French,N,,N,N,12118_N_2012_Stratégie_Nationale_pour_la.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12118_N_2012_Stratégie_Nationale_pour_la.pdf
MSFD Programme of Measures for Marine Protection in the German Parts of the North Sea and the Baltic Sea ,30_National,Germany,2012,https://portals.iucn.org/library/sites/library/files/documents/2017-052.pdf,,English,Y,Microplastics,Y,N,4494_N_2012_Programme_of_Measures.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4494_N_2012_Programme_of_Measures.pdf
"Act, Reorganising the Law on Closed Cycle Management and Waste",30_National,Germany,2012,https://www.bmu.de/fileadmin/Daten_BMU/Download_PDF/Abfallwirtschaft/kreislaufwirtschaftsgesetz_en_bf.pdf.,,English,Y,EPR,Y,N,9020_N_2012_Act_Reorganizing_The_Law.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9020_N_2012_Act_Reorganizing_The_Law.pdf
UNEP Global Program of Action Manila Declaration,10_International,Global,2012,https://wedocs.unep.org/bitstream/handle/20.500.11822/12021/IGRIIIDraftManilaDeclaration.pdf?sequence=1&amp%3BisAllowed=,,English,Y,,Y,N,2505_I_2012_Manila_Declaration.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2505_I_2012_Manila_Declaration.pdf
UNGA Resolution 66/288 The Future We Want,10_International,Global,2012,https://www.un.org/ga/search/view_doc.asp?symbol=A/RES/66/288&Lang=E,,English,Y,,Y,N,2506_I_2012_UNGA_Resolution_66_288_The_future_we_want.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2506_I_2012_UNGA_Resolution_66_288_The_future_we_want.pdf
Ministerial Order - Prohibition of Food Packaging and Disposable Polystyrene Dishes,30_National,Haiti,2012,http://haiticommerce.gouv.ht/Download_Document/05.%20MCIImpPolySI.pdf,,English,Y,,Y,N,1815_TR_Final_Haiti 2012 packaging ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1815_TR_Final_Haiti 2012 packaging ban.pdf
"Plan stratégique de développement d’Haïti, pays émergent en 2030 (PSDH)",30_National,Haiti,2012,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC145914/ ,,French,Y,,N,N,12119_N_2012_Plan_stratégique_de_développement.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12119_N_2012_Plan_stratégique_de_développement.pdf
Notification of the Ministry of Environment and Forests declaring Girnar Wildlife Sanctuary to be an Eco-sensitive Zone,30_National,India,2012,http://extwprlegs1.fao.org/docs/pdf/ind116738.pdf,,Hindi,N,,N,N,S_2197_N_2012_Notifications_of_the_Ministry.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2197_N_2012_Notifications_of_the_Ministry.pdf
Notification of the Ministry of Environment and Forests declaring Purna Wildlife Sanctuary to be and Eco-sensitive Zone,30_National,India,2012,http://extwprlegs1.fao.org/docs/pdf/ind116737.pdf,,Hindi,N,,N,N,S_2237_N_2012_Notification_of_the Ministry_of.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2237_N_2012_Notification_of_the Ministry_of.pdf
Sea Pollution (Prevention of Pollution by Garbage from Ships) Regulations 2012 (S.I. No. 372 of 2012).,30_National,Ireland,2012,http://extwprlegs1.fao.org/docs/pdf/ire117131.pdf,,English,Y,,Y,N,4160_N_2012_Sea_Pollution.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4160_N_2012_Sea_Pollution.pdf
"Kauai County Ordinance Establishing a new article 19, chapter 22, Kaua'I County Code 1987, Relating to Plastic Bag Reduction",40_Subnational,"Kaua'I County, United States",2012,http://www.baglaws.com/assets/pdf/hawaii_kauai.pdf,,English,Y,Bags,Y,N,2402_S_2012_A_Bill_for_an_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2402_S_2012_A_Bill_for_an_Ordinance.pdf
"Disposable Sparkling Plastic Cutlery, Plastic Shopping Bag Management Approach Banned In Lhasa (拉萨市禁止一次性发泡塑料餐具、塑料购物 袋管理办法)",40_Subnational,"Lhasa, China",2012,https://www.global-regulation.com/,<p>The Global-Regulations database is a subscription-based resource that provides translated laws (using machine learning) from over 100 countries. They have kindly allowed us to download and share PDF files of translated plastic policy documents in our database.</p>,Chinese,Y,"SUPs,Bags",Y,N,13059_S_2012_Disposable_Sparkling_Plastic_Cutlery.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13059_S_2012_Disposable_Sparkling_Plastic_Cutlery.pdf
Loi relative à la gestion des déchets,30_National,Luxembourg,2012,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC111110/,,French,N,,N,N,12092_N_2012_Loi_relative_à_la.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12092_N_2012_Loi_relative_à_la.pdf
Decree No. 2017-291 - ban on the placing on the market of rinsed cosmetic products for the use of exfoliation or cleaning comprising solid plastic particles and cotton swabs for household use whose stem is plastic,30_National,France,2017,https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000034154540&dateTexte=20190813,,French,N,,N,Y,S_2575_N_2017_Decree_No_2017_291.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2575_N_2017_Decree_No_2017_291.pdf
Standard for Classification of Biodegradable Plastic Bags 2012,30_National,Maldives,2012,https://www.environment.gov.mv/biodiversity/wp-content/uploads/2016/01/Regulation-on-Standard-for-Biodegradable-Plastic-Bags.pdf,,English,Y,Bags,Y,N,9032_N_2012_Standard_for_Classification.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9032_N_2012_Standard_for_Classification.pdf
Marikina City: Ordinance No. 18,40_Subnational,"Marikina City, Philippines",2012,http://marikinacitycouncilc.ipage.com/www/mccouncil_ordinances/elibrary/pdf2012/ord12018.pdf,,English,Y,"Bags,SUPs",Y,N,5990_S_2012_Marikina_City_Ordinance_No_18.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5990_S_2012_Marikina_City_Ordinance_No_18.pdf
"Decree No. 2012-157 of 21 June 2012 Prohibiting the manufacture, importation, marketing and use of flexible plastic bags and bags",30_National,Mauritania,2012,https://www.ecolex.org/details/legislation/decret-n-2012-157-du-21-juin-2012-portant-interdiction-de-la-fabrication-limportation-la-commercialisation-et-lutilisation-des-sacs-et-sachets-plastiques-souples-lex-faoc140753/,,French,Y,Bags,Y,N,2362_TR_Final_Mauritania 2012 plastic bag ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2362_TR_Final_Mauritania 2012 plastic bag ban.pdf
Plan d’Action National pour l’Environnement 2012-2016 (PANE 2).,30_National,Mauritania,2012,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC146663/,,French,N,"Packaging,Bags",N,N,12094_N_2012_Plan_dAction_National_pour.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12094_N_2012_Plan_dAction_National_pour.pdf
Barcelona Convention Decision IG 20/10 Adoption of the Strategic Framework for Marine Litter management,20_Regional,Mediterranean,2012,https://www.informea.org/en/decision/decision-meeting-seventeenth-ordinary-meeting-contracting-parties-convention-protection-10,,English,Y,,Y,N,4182_I_2012_UNEP_DEPI.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4182_I_2012_UNEP_DEPI.pdf
"Regulation on detailed criteria, amount and manner of payment of special fees for waste management",30_National,Montenegro,2012,https://www.ecolex.org/details/legislation/regulation-on-detailed-criteria-amount-and-manner-of-payment-of-special-fees-for-waste-management-lex-faoc138941/,,Montenegrin,N,,N,N,4461_N_2012_Regulation_on_detailed.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4461_N_2012_Regulation_on_detailed.pdf
Montgomery County Code Article XIV. Carryout Bag Tax,40_Subnational,"Montgomery County, Maryland, US",2012,https://montgomerycountymd.gov/bag/Resources/Files/20110503_8-11A.pdf,,English,Y,Bags,Y,N,2534_S_2012_Carry_out_Bag_tax.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2534_S_2012_Carry_out_Bag_tax.pdf
FRAMEWORK AGREEMENT FOR PACKAGING 2013-2022 ,30_National,Netherlands,2012,https://www.kidv.nl/3664/raamovereenkomst-verpakkingen.html,,Dutch,N,,N,N,S_2582_N_2012_Dutch_Framework_Agreement_for_Packaging.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2582_N_2012_Dutch_Framework_Agreement_for_Packaging.pdf
Quezon City: No. SP 2140,40_Subnational,"Quezon City, Philippines",2012,"http://quezoncitycouncil.ph/ordinance/SP/sp-2140,%20s%202012-1.pdf",,English,Y,Bags,Y,N,5992_S_2012_Quezon_City_No_SP_2140.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5992_S_2012_Quezon_City_No_SP_2140.pdf
Quezon City: No. SP 2127,40_Subnational,"Quezon City, Philippines",2012,"http://quezoncitycouncil.ph/ordinance/SP/sp-2127,%20s-2012-1.pdf",,English,Y,"Bags,SUPs",Y,N,5993_S_2012_Quezon_City_No_SP_2127.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5993_S_2012_Quezon_City_No_SP_2127.pdf
Ordinance Adding Chapter 4.114 (Reusable Bags) of Title 4 (Sanitation and Health) of the San Mateo County Ordinance Code Relating to Reusable Bags,40_Subnational,"San Mateo County, California, ",2012,https://www.smchealth.org/sites/main/files/file-attachments/final_15_plastic_bag_ord_04637_0.pdf?1479333480,,English,Y,Bags,Y,N,9037_S_2012_Ordinance_Adding_Chapter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9037_S_2012_Ordinance_Adding_Chapter.pdf
Santa Clara County Ordidance No. NS - 517.80,40_Subnational,"Santa Clara County, California",2012,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab6b1e4b01a6af596176c/1436202673463/Santa+Clara+EPS+Ordinance.pdf,,English,Y,,Y,N,9081_S_2012_Santa_Clara_County_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9081_S_2012_Santa_Clara_County_Ordinance.pdf
Environmentally Acceptable Packaging and Products,40_Subnational,"Santa Cruz County, California",2012,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab6ede4b0c805c28afdce/1436202733617/santa+cruz+city++EPS+Ordinance.pdf,,English,Y,,Y,N,9082_S_2012_Environmentally_Acceptable_Packaging.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9082_S_2012_Environmentally_Acceptable_Packaging.pdf
Law No. 7.465 on the obligation of using biodegradable packaging,40_Subnational,"Sergipe, Brazil",2012,https://www.informea.org/en/legislation/law-no-7465-obligation-using-biodegradable-packaging,,Portuguese,N,,N,N,S_2274_S_2012_Law_No_7.645_on_the_obligation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2274_S_2012_Law_No_7.645_on_the_obligation.pdf
Environment Protection Act 1994 (Cap. 71),30_National,Seychelles,2012,http://extwprlegs1.fao.org/docs/pdf/sey4585.pdf,,English,Y,Bags,Y,N,2301_N_2012_Environmental_Protection_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2301_N_2012_Environmental_Protection_Act.pdf
The Producer Responsibility Obligations (Packaging Waste) (Amendment) Regulations 2012,30_National,United Kingdom,2012,http://www.legislation.gov.uk/uksi/2012/3082/contents/made,,English,Y,,Y,N,1076_N_2012_Producer Responsibility.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1076_N_2012_Producer Responsibility.pdf
"Marine Debris Research, Prevention and Reduction Act, 2006 Amendments 2012",30_National,United States,2012,https://www.congress.gov/bill/112th-congress/house-bill/1171,,English,Y,,Y,N,1508_N_2012_Marine_Debris_Research_Prevention_Reduction_Act_2012_Amend.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1508_N_2012_Marine_Debris_Research_Prevention_Reduction_Act_2012_Amend.pdf
Circular No. 159/2012/TT-BTC - Detailing and Guiding a Number of Articles of the Law on Environmental Protection Tax,30_National,Vietnam,2012,https://www.ecolex.org/details/legislation/circular-no-1592012tt-btc-amending-and-supplementing-circular-no-1522011tt-btc-of-11-november-2011-guiding-the-governments-decree-no-672011nd-cp-of-8-august-2011-detailing-and-guiding-a-number-of-articles-of-the-law-on-environmental-protection-tax-lex-faoc121634/,,English,Y,Bags,Y,N,3021_N_2012_Law_on_Environmental_Protection_Tax.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/3021_N_2012_Law_on_Environmental_Protection_Tax.pdf
Derelict Fishing Gear ,40_Subnational,"Washington, United States",2012,https://wdfw.wa.gov/species-habitats/habitat-recovery/derelict-gear,,English,Y,,Y,N,13005_S_2002_Derelict_Fishing_Gear.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13005_S_2002_Derelict_Fishing_Gear.pdf
"Wood Buffalo, Alberta Bylaw No 12/007 Regulating the Use and Distribution of Bags by Retail Establishments",40_Subnational,"Wood Buffalo, Canada",2012,https://www.rmwb.ca/Assets/Departments/Legislative+and+Legal+Services/Bylaws/ShoppingBag.pdf,,English,Y,Bags,Y,N,2496_S_2012_Bylaw_no_12_007.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2496_S_2012_Bylaw_no_12_007.pdf
Ordinance No. 1434,40_Subnational,"Arcata, California",2013,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5580a93fe4b028eba19feaa9/1434495295387/Arcata_AdoptedBagOrd12-4-13%281%29.pdf,,English,Y,Bags,Y,N,9089_S_2013_Ordinance_Number_1434.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9089_S_2013_Ordinance_Number_1434.pdf
"Austin, TX Code of Ordinances - Carryout Bags",40_Subnational,"Austin, United States",2013,https://library.municode.com/tx/austin/codes/code_of_ordinances?nodeId=TIT15UTRE_CH15-6SOWASE_ART7CABA,,English,Y,Bags,Y,N,2369_S_2013_Austin_TX_Code_of_Ordinances.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2369_S_2013_Austin_TX_Code_of_Ordinances.pdf
Première Stratégie wallonne du développement durable.,30_National,"Wallonia, Belgium",2013,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197120/,,French,N,,N,N,12089_S_2013_Première_Stratégie_wallonne_du.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12089_S_2013_Première_Stratégie_wallonne_du.pdf
Caloocan City Plastic and Polystyrene Regulation Ordinance,40_Subnational,"Caloocan City, Philippines",2013,https://caloocancity.gov.ph/images/pdfs/ordinance/ORDINANCE-NO.-0503---Regulating-plastic.pdf,,English,Y,Bags,Y,N,5989_S_2013_Caloocan_City_Plastic_and_Polystyrene_Regulation_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5989_S_2013_Caloocan_City_Plastic_and_Polystyrene_Regulation_Ordinance.pdf
"Decree No 2013-327 - Prohibiting the Production, Import, Marketing, Possession and use of Plastic Bags",30_National,Cote d^Ivoire,2013,http://www.environnement.gouv.ci/img/14216635417decretportantinterdictiondessachetsplastiques.pdf,,French,Y,Bags,Y,N,2391_TR_Final_Ivory Coast Policy.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2391_TR_Final_Ivory Coast Policy.pdf
Maritime Transport Decree 2013 (Decree No 20 of 2013),30_National,Fiji,2013,http://extwprlegs1.fao.org/docs/pdf/fij152463.pdf,,English,Y,Bottles,Y,N,2141_N_2013_Maritime_Transport_Decree.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2141_N_2013_Maritime_Transport_Decree.pdf
Government Decree on a Return System for Beverage Containers (526/2013),30_National,Finland,2013,https://finlex.fi/en/laki/kaannokset/2013/en20130526.pdf,,English,Y,,Y,N,9017_N_2013_Government_Decree_Beverage_Containers.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9017_N_2013_Government_Decree_Beverage_Containers.pdf
"Presidential Decree No. 8 adopting amendments to the Annex of the Protocol of 1978 relating to the international Convention for the prevention of pollution from ships, 1973 (Revised MARPOL Annex V).",30_National,Greece,2013,http://extwprlegs1.fao.org/docs/pdf/gre127667.pdf,,Greek,N,,N,N,S_1075_N_2013_Presidential_Decree_no_8.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1075_N_2013_Presidential_Decree_no_8.pdf
"Hawaii County Ordinance Amending Chapter 14, Hawaii County Code",40_Subnational,"Hawaii County, United States",2013,http://www.baglaws.com/assets/pdf/hawaii_hawaii.pdf,,English,Y,Bags,Y,N,2400_S_2013_An_Ordinance_Amending.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2400_S_2013_An_Ordinance_Amending.pdf
"Cabinet Regulation No. 184 of 2013 Regulations Regarding Separate Waste Collection, Preparation for Re-use, Recycling and Material Recovery",30_National,Latvia,2013,http://extwprlegs1.fao.org/docs/pdf/lat174584.pdf,,English,Y,,Y,N,1071_N_2013_Waste_collection.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1071_N_2013_Waste_collection.pdf
Règlement grand-ducal modifiant le règlement grand-ducal modifié du 31 octobre 1998 portant application de la directive 94/62/CE du Parlement européen et du Conseil du 20 décembre 1994 relative aux emballages et aux déchets d’emballages.,30_National,Luxembourg,2013,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC128427/,,French,N,Packaging,N,N,12088_N_2013_Règlement_grand_ducal_modifiant.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12088_N_2013_Règlement_grand_ducal_modifiant.pdf
Mandaluyong City: Ordinance No. 523,40_Subnational,"Mandaluyon City, Philippines",2013,"https://www.mandaluyong.gov.ph/updates/downloads/files/ORD%20NO.%20523,%20S-2013.pdf",,English,Y,"Bags,SUPs",Y,N,5988_S_2013_Mandaluyong_City_Ordinance_No_523.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5988_S_2013_Mandaluyong_City_Ordinance_No_523.pdf
Loi n° 2013-029 portant code de la Marine marchande.,30_National,Mauritania,2013,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC164741/,,French,N,Bags,N,N,12090_N_2013_Loi_n_2013_029.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12090_N_2013_Loi_n_2013_029.pdf
Barcelona Convention Decision IG 21/9 Regional Plan for Marine Litter Management in the Mediterranean,20_Regional,Mediterranean,2013,https://www.informea.org/sites/default/files/decisions/barcelona/13ig21_09_annex2_21_07_eng.pdf,,English,Y,"EPR,Microplastics",Y,N,2018_I_2013_UNEP_MED_IG.21.9_Decision_IG.21.7_regional_plan_on_marine_litter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2018_I_2013_UNEP_MED_IG.21.9_Decision_IG.21.7_regional_plan_on_marine_litter.pdf
Barcelona Convention Decision IG 21/9 Istanbul Declaration ,20_Regional,Mediterranean,2013,https://www.informea.org/sites/default/files/decisions/barcelona/13ig21_9_istanbuldeclaration_eng.pdf,,English,Y,,Y,N,2024_I_2013_Istanbul_Declaration.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2024_I_2013_Istanbul_Declaration.pdf
Single Use Carrier Bags Charge Regulations (Northern Ireland) 2013 (S.R. No. 4 of 2013),40_Subnational,"Northern Ireland, United Kingdom",2013,http://extwprlegs1.fao.org/docs/pdf/uk138681.pdf,,English,Y,Bags,Y,N,1074_S_2013_Singe_Use_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1074_S_2013_Singe_Use_Bags.pdf
"Environment Protection Act 1997 of Pakistan, SRO No 5 (KE) 2013",30_National,Pakistan,2013,https://pakistanlawyer.com/2016/06/27/prohibition-of-non-degradable-plastic-products-manufacturing-sale-and-usage-regulations-2013/,,English,Y,,Y,N,2804_N_2013_Environmental_Protection_Act_SRO_5.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2804_N_2013_Environmental_Protection_Act_SRO_5.pdf
"Prohibition of Non-degradable Plastic Products (manufacturing, sale and usage) Regulations 2013",30_National,Pakistan,2013,http://extwprlegs1.fao.org/docs/pdf/pak168042.pdf,,English,Y,Bags,Y,N,4256_N_2013_Prohibition_of_Non_Degradable.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4256_N_2013_Prohibition_of_Non_Degradable.pdf
"Ordinance (1998: 944) on prohibitions, etc. in certain cases in connection with the handling, importation and export of chemical products",30_National,Sweden,2019,https://www.riksdagen.se/sv/dokument-lagar/dokument/svensk-forfattningssamling/forordning-1998944-om-forbud-mm-i-vissa-fall_sfs-1998-944,,Swedish,N,,N,Y,2812_N_2019_Ordinance_1998_944.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2812_N_2019_Ordinance_1998_944.pdf
San Jose - Ordinance No. 292298: Polystyrene Foam Disposable Food Service Ware,40_Subnational,"San Jose, United States",2013,https://plasticpollutioncoalitionresources.org/wp-content/uploads/2017/03/San_Jose_Ord_No_29298.pdf,,English,Y,,Y,N,7010_S_2013_Polysterene_Foam_Disposable.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7010_S_2013_Polysterene_Foam_Disposable.pdf
Regulation on the amount of compensation for environmental pollution.,30_National,Serbia,2013,http://extwprlegs1.fao.org/docs/pdf/srb141435.pdf,,Bosnian,N,,N,N,S_1030_N_2013_Regulation_on_the_amount_of_compensation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1030_N_2013_Regulation_on_the_amount_of_compensation.pdf
Environment Protection (Beverage Containers and Labels) Regulations 2013,30_National,Seychelles,2013,http://extwprlegs1.fao.org/docs/pdf/zam139172.pdf,,English,Y,,Y,N,4012_N_2013_Environment_Protection_Beverage.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4012_N_2013_Environment_Protection_Beverage.pdf
Tasmania Plastic Shopping Bags Ban Act 2013,40_Subnational,"Tasmania, Australia",2013,https://www.ecolex.org/details/legislation/plastic-shopping-bags-ban-act-2013-lex-faoc130057/?q=polyethylene&xdate_min=2000&xdate_max=2018&page=5,,English,Y,Bags,Y,N,4030_S_2013_Plastic_Shopping_Bags_Ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4030_S_2013_Plastic_Shopping_Bags_Ban.pdf
Plan de gestion de la pêcherie de la senne de plage au Togo.,30_National,Togo,2013,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC210696/,,French,N,,N,N,12087_N_2013_Plan_de_gestion_de.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12087_N_2013_Plan_de_gestion_de.pdf
Waste Management (Plastic Levy) Regulations 2013,30_National,Tonga,2013,http://extwprlegs1.fao.org/docs/pdf/ton136449.pdf,,English,Y,Bags,Y,N,2283_N_2013_Waste_Management_Plastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2283_N_2013_Waste_Management_Plastics.pdf
Waste Reduction and Recycling Act 2011,30_National,Australia,2011,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC107497,,English,Y,"Bags,Bottles,EPR",Y,Y,3008_N_2011_Waste_Reduction_and_Recycling.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/3008_N_2011_Waste_Reduction_and_Recycling.pdf
An Ordinance Adopting a Prohibition on the Distribution of Single Use Plastic Bags,40_Subnational,"Ashland, Oregon",2014,http://www.ashland.or.us/Files/3094_.pdf,,English,Y,Bags,Y,N,9091_S_2014_Ordinance_Adopting_Prohibition.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9091_S_2014_Ordinance_Adopting_Prohibition.pdf
Regional Legislative Decree No. 10/2014/A establishing protecting measures to reduce the consumption of plastic bags.,40_Subnational,"Azores, Portugal",2014,https://www.informea.org/en/legislation/regional-legislative-decree-no-102014a-establishing-protecting-measures-reduce,,Portuguese,N,Bags,N,N,S_2279_N_2014_Regional_Legislative_Decree.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2279_N_2014_Regional_Legislative_Decree.pdf
"Baringo County Polythene Materials Control and Management Act, 2014",40_Subnational,"Baringo County, Kenya",2014,http://extwprlegs1.fao.org/docs/pdf/ken143026.pdf,,English,Y,,Y,N,2270_S_2014_Baringo_County_Polythene.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2270_S_2014_Baringo_County_Polythene.pdf
Regulation on plastic bags compensation fees,30_National,Bosnia and Herzegovina,2014,https://www.informea.org/en/legislation/regulation-plastic-bags-compensation-fees,,Bosnian,N,Bags,N,N,S_2284_N_2014_Regulation_on_plastic_bags_compensation_fees.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2284_N_2014_Regulation_on_plastic_bags_compensation_fees.pdf
"Law No. 017-2014 /AN On the prohibition of the production, import, marketing and distribution of non-biodegradable plastic packaging and plastic bags",30_National,Burkina Faso ,2014,http://www.fao.org/faolex/results/details/en/c/LEX-FAOC139643/,,French,Y,Bags,Y,N,2382_TR_Final_Burkina Faso 2014 plastic bag ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2382_TR_Final_Burkina Faso 2014 plastic bag ban.pdf
California SB-270 Solid waste: Single-use Carryout Bags,40_Subnational,"California, United States",2014,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=201320140SB270,,English,Y,Bags,Y,N,2347_S_2014_SB_27-_Solid_waste_Single_use.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2347_S_2014_SB_27-_Solid_waste_Single_use.pdf
